category,type,subcategory,url
Kids,Trunks,Underwear,https://www.marksandspencer.com/ae/l/kids/underwear-2/trunks/
Kids,Vests,Underwear,https://www.marksandspencer.com/ae/l/kids-boys/underwear/vests/
Kids,Halloween,NA,https://www.marksandspencer.com/ae/l/kids/halloween/
Kids,Girls' partywear,Partywear,https://www.marksandspencer.com/ae/l/kids/partywear-2/girls-partywear/
Kids,Boys' partywear,Partywear,https://www.marksandspencer.com/ae/l/kids/partywear-2/boys-partywear/
Kids,Girls Easy Dressing,Easy Dressing,https://www.marksandspencer.com/ae/l/kids/easy-dressing/girls-easy-dressing/
Kids,Boys Easy Dressing,Easy Dressing,https://www.marksandspencer.com/ae/l/kids/easy-dressing/boys-easy-dressing/
Kids,Boys Shoes & Accessories,Wedding & Occasions,https://www.marksandspencer.com/ae/l/kids/wedding-and-occasions/boys-shoes-and-accessories/
Kids,Flower Girl & Bridesmaid Dresses,Wedding & Occasions,https://www.marksandspencer.com/ae/l/kids/wedding-and-occasions/flower-girl-and-bridesmaid-dresses/
Kids,Girls Shoes & Accessories,Wedding & Occasions,https://www.marksandspencer.com/ae/l/kids/wedding-and-occasions/girls-shoes-and-accessories/
Kids,Page Boys,Wedding & Occasions,https://www.marksandspencer.com/ae/l/kids/wedding-and-occasions/page-boys/
Kids,Girls' partywear,Wedding & Occasions,https://www.marksandspencer.com/ae/l/kids/wedding-and-occasions/girls-partywear/
Kids,Boys' Suits,Wedding & Occasions,https://www.marksandspencer.com/ae/l/kids/wedding-and-occasions/boys-suits/
Kids,Communion,Wedding & Occasions,https://www.marksandspencer.com/ae/l/kids/wedding-and-occasions/communion/
Kids,Denim,NA,https://www.marksandspencer.com/ae/l/kids/denim-collection/
Home,Bedding Sets,All Bedding,https://www.marksandspencer.com/ae/l/home/all-bedding/bedding-sets/
Home,Bedspreads & Throws,All Bedding,https://www.marksandspencer.com/ae/l/home/all-bedding/bedspreads-and-throws/
Home,Duvet Covers,All Bedding,https://www.marksandspencer.com/ae/l/home/all-bedding/duvet-covers/
Home,Bed Sheets,All Bedding,https://www.marksandspencer.com/ae/l/home/all-bedding/bed-sheets/
Home,Pillowcases,All Bedding,https://www.marksandspencer.com/ae/l/home/all-bedding/pillowcases/
Home,Children's Bedding,All Bedding,https://www.marksandspencer.com/ae/l/home/all-bedding/childrens-bedding/
Home,Duvets,All Bedding,https://www.marksandspencer.com/ae/l/home/all-bedding/duvets/
Home,Pillows,All Bedding,https://www.marksandspencer.com/ae/l/home/all-bedding/pillows/
Home,Mattress Protectors & Toppers,All Bedding,https://www.marksandspencer.com/ae/l/home/all-bedding/mattress-protectors-and-toppers/
Home,Plain Bedding,All Bedding,https://www.marksandspencer.com/ae/l/home/all-bedding/plain-bedding/
Home,Pattern Bedding,All Bedding,https://www.marksandspencer.com/ae/l/home/all-bedding/pattern-bedding/
Home,Bedding Sets,NA,https://www.marksandspencer.com/ae/l/home/bedding-sets/
Home,Bed Sheets & Pillowcases,NA,https://www.marksandspencer.com/ae/l/home/bed-sheets-and-pillowcases/
Home,Bedspreads & Throws,NA,https://www.marksandspencer.com/ae/l/home/bedspreads-and-throws/
Home,Duvets & Pillows,NA,https://www.marksandspencer.com/ae/l/home/duvets-and-pillows/
Home,Mattress Protectors,NA,https://www.marksandspencer.com/ae/l/home/mattress-protectors/
Home,Plain Bedding,NA,https://www.marksandspencer.com/ae/l/home/plain-bedding/
Home,Patterned Bedding,NA,https://www.marksandspencer.com/ae/l/home/patterned-bedding/
Home,Bath & Pedestal Mats,NA,https://www.marksandspencer.com/ae/l/home/bath-and-pedestal-mats/
Home,Bathroom Mirrors,NA,https://www.marksandspencer.com/ae/l/home/bathroom-mirrors/
Home,Bathroom Accessories,NA,https://www.marksandspencer.com/ae/l/home/bathroom-accessories/
Home,Bath & Pedestal Mats,Towels & Bath Mats,https://www.marksandspencer.com/ae/l/home/towels-and-bath-mats/bath-and-pedestal-mats/
Home,Patterned Towels,Towels & Bath Mats,https://www.marksandspencer.com/ae/l/home/towels-and-bath-mats/patterned-towels/
Home,Plain Towels,Towels & Bath Mats,https://www.marksandspencer.com/ae/l/home/towels-and-bath-mats/plain-towels/
Home,All Towels,View All Bathroom,https://www.marksandspencer.com/ae/l/home/view-all-bathroom/all-towels/
Home,Beach Towels,View All Bathroom,https://www.marksandspencer.com/ae/l/home/view-all-bathroom/beach-towels/
Home,Patterned Towels,View All Bathroom,https://www.marksandspencer.com/ae/l/home/view-all-bathroom/patterned-towels/
Home,Plain Towels,View All Bathroom,https://www.marksandspencer.com/ae/l/home/view-all-bathroom/plain-towels/
Home,Bath & Pedestal Mats,View All Bathroom,https://www.marksandspencer.com/ae/l/home/view-all-bathroom/bath-and-pedestal-mats/
Home,Bathroom Mirrors,View All Bathroom,https://www.marksandspencer.com/ae/l/home/view-all-bathroom/bathroom-mirrors/
Home,Shower Curtains,View All Bathroom,https://www.marksandspencer.com/ae/l/home/view-all-bathroom/shower-curtains/
Home,Bathroom Accessories,View All Bathroom,https://www.marksandspencer.com/ae/l/home/view-all-bathroom/bathroom-accessories/
Home,Bathroom Fittings,View All Bathroom,https://www.marksandspencer.com/ae/l/home/view-all-bathroom/bathroom-fittings/
Home,Measuring Spoons & Cups,Bakeware,https://www.marksandspencer.com/ae/l/home/bakeware/measuring-spoons-and-cups/
Home,Baking Utensils,Bakeware,https://www.marksandspencer.com/ae/l/home/bakeware/baking-utensils/
Home,Baking Trays,Bakeware,https://www.marksandspencer.com/ae/l/home/bakeware/baking-trays/
Home,Cake Tins & Cupcake Cases,Bakeware,https://www.marksandspencer.com/ae/l/home/bakeware/cake-tins-and-cupcake-cases/
Home,Cake Stands,Bakeware,https://www.marksandspencer.com/ae/l/home/bakeware/cake-stands/
Home,Frying Pans & Griddle Pans,Cookware,https://www.marksandspencer.com/ae/l/home/cookware/frying-pans-and-griddle-pans/
Home,Saucepans,Cookware,https://www.marksandspencer.com/ae/l/home/cookware/saucepans/
Home,Roasting Pans,Cookware,https://www.marksandspencer.com/ae/l/home/cookware/roasting-pans/
Home,Casseroles Dishes & Stockpots,Cookware,https://www.marksandspencer.com/ae/l/home/cookware/casseroles-dishes-and-stockpots/
Home,Steamers & Poachers,Cookware,https://www.marksandspencer.com/ae/l/home/cookware/steamers-and-poachers/
Home,Woks,Cookware,https://www.marksandspencer.com/ae/l/home/cookware/woks/
Home,Chopping Boards,Cookware,https://www.marksandspencer.com/ae/l/home/cookware/chopping-boards/
Home,Sieves & Colanders,Cookware,https://www.marksandspencer.com/ae/l/home/cookware/sieves-and-colanders/
Home,Salt & Pepper Grinders,Cookware,https://www.marksandspencer.com/ae/l/home/cookware/salt-and-pepper-grinders/
Home,Measuring Jugs & Spoons,Cookware,https://www.marksandspencer.com/ae/l/home/cookware/measuring-jugs-and-spoons/
Home,Microwavable,Cookware,https://www.marksandspencer.com/ae/l/home/cookware/microwavable/
Home,Kitchen Storage,Cookware,https://www.marksandspencer.com/ae/l/home/cookware/kitchen-storage/
Home,Kitchen Utensils & Gadgets,Cookware,https://www.marksandspencer.com/ae/l/home/cookware/kitchen-utensils-and-gadgets/
Home,"Aprons, Oven Gloves & Tea Towels",Cookware,https://www.marksandspencer.com/ae/l/home/cookware/aprons-oven-gloves-and-tea-towels/
Home,M&S Chef,Cookware,https://www.marksandspencer.com/ae/l/home/cookware/mands-chef/
Home,Teapots & Cafetières,Crockery,https://www.marksandspencer.com/ae/l/home/crockery/teapots-and-cafeti%C3%A8res/
Home,Mugs,Crockery,https://www.marksandspencer.com/ae/l/home/crockery/mugs/
Home,Cups & Saucers,Crockery,https://www.marksandspencer.com/ae/l/home/crockery/cups-and-saucers/
Home,Plates,Crockery,https://www.marksandspencer.com/ae/l/home/crockery/plates/
Home,Egg Cups,Crockery,https://www.marksandspencer.com/ae/l/home/crockery/egg-cups/
Home,Cutlery,Crockery,https://www.marksandspencer.com/ae/l/home/crockery/cutlery/
Home,Bowls,Crockery,https://www.marksandspencer.com/ae/l/home/crockery/bowls/
Home,Serving Dishes,Crockery,https://www.marksandspencer.com/ae/l/home/crockery/serving-dishes/
Home,Dining Sets,Crockery,https://www.marksandspencer.com/ae/l/home/crockery/dining-sets/
Home,Jugs,Crockery,https://www.marksandspencer.com/ae/l/home/crockery/jugs/
Home,Milk Jugs & Sugar Bowls,Crockery,https://www.marksandspencer.com/ae/l/home/crockery/milk-jugs-and-sugar-bowls/
Home,Barware,Glassware,https://www.marksandspencer.com/ae/l/home/glassware/barware/
Home,Wine Glasses,Glassware,https://www.marksandspencer.com/ae/l/home/glassware/wine-glasses/
Home,Tumblers,Glassware,https://www.marksandspencer.com/ae/l/home/glassware/tumblers/
Home,Cocktail Glasses,Glassware,https://www.marksandspencer.com/ae/l/home/glassware/cocktail-glasses/
Home,Champagne Flute,Glassware,https://www.marksandspencer.com/ae/l/home/glassware/champagne-flute/
Home,Kitchen Storage,NA,https://www.marksandspencer.com/ae/l/home/kitchen-storage/
Home,Table Linen & Placemats,NA,https://www.marksandspencer.com/ae/l/home/table-linen-and-placemats/
Home,"Mugs, Cups & Saucers","Teapots, Cups & Mugs",https://www.marksandspencer.com/ae/l/home/teapots-cups-and-mugs/mugs-cups-and-saucers/
Home,Teapots & Cafetieres,"Teapots, Cups & Mugs",https://www.marksandspencer.com/ae/l/home/teapots-cups-and-mugs/teapots-and-cafetieres/
Home,Milk Jugs & Sugar Bowls,"Teapots, Cups & Mugs",https://www.marksandspencer.com/ae/l/home/teapots-cups-and-mugs/milk-jugs-and-sugar-bowls/
Home,Cake stands and side plates,"Teapots, Cups & Mugs",https://www.marksandspencer.com/ae/l/home/teapots-cups-and-mugs/cake-stands-and-side-plates/
Home,Trays,"Teapots, Cups & Mugs",https://www.marksandspencer.com/ae/l/home/teapots-cups-and-mugs/trays/
Home,Trays,NA,https://www.marksandspencer.com/ae/l/home/trays/
Home,Artificial Flowers,NA,https://www.marksandspencer.com/ae/l/home/artificial-flowers/
Home,Candle Holders & Lanterns,NA,https://www.marksandspencer.com/ae/l/home/candle-holders-and-lanterns/
Home,Garden Accessories & Planters,NA,https://www.marksandspencer.com/ae/l/home/garden-accessories-and-planters/
Home,Mirrors & Wall Arts,NA,https://www.marksandspencer.com/ae/l/home/mirrors-and-wall-arts/
Home,Ornaments & Figurines,NA,https://www.marksandspencer.com/ae/l/home/ornaments-and-figurines/
Home,Photo Frames,NA,https://www.marksandspencer.com/ae/l/home/photo-frames/
Home,Storage,NA,https://www.marksandspencer.com/ae/l/home/storage/
Home,Gift Bags & Boxes,NA,https://www.marksandspencer.com/ae/l/home/gift-bags-and-boxes/
Home,Vases,NA,https://www.marksandspencer.com/ae/l/home/vases/
Home,Ready-Made Curtains,NA,https://www.marksandspencer.com/ae/l/home/ready-made-curtains/
Home,Throws,Cushions & Throws,https://www.marksandspencer.com/ae/l/home/cushions-and-throws/throws/
Home,Cushions,Cushions & Throws,https://www.marksandspencer.com/ae/l/home/cushions-and-throws/cushions/
